label,message,clean_message,tokens,processed_message,target
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,ard like dat lor we juz meet in mrt station then ì dun haf to come out,"['ard', 'like', 'dat', 'lor', 'juz', 'meet', 'mrt', 'station', 'ì', 'dun', 'haf', 'come']",ard like dat lor juz meet mrt station ì dun haf come,0
ham,No dear i was sleeping :-P,no dear i was sleeping p,"['dear', 'sleep', 'p']",dear sleep p,0
ham,Er mw im filled tuth is aight,er mw im filled tuth is aight,"['er', 'mw', 'im', 'fill', 'tuth', 'aight']",er mw im fill tuth aight,0
ham,Will be office around 4 pm. Now i am going hospital.,will be office around pm now i am going hospital,"['offic', 'around', 'pm', 'go', 'hospit']",offic around pm go hospit,0
ham,Actually i'm waiting for 2 weeks when they start putting ad.,actually im waiting for weeks when they start putting ad,"['actual', 'im', 'wait', 'week', 'start', 'put', 'ad']",actual im wait week start put ad,0
ham,Anything lor if they all go then i go lor...,anything lor if they all go then i go lor,"['anyth', 'lor', 'go', 'go', 'lor']",anyth lor go go lor,0
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy,"['u', 'free', 'sat', 'rite', 'u', 'wan', 'watch', 'infern', 'affair', 'wif', 'n', 'darren', 'n', 'mayb', 'xy']",u free sat rite u wan watch infern affair wif n darren n mayb xy,0
ham,Yo you around? A friend of mine's lookin to pick up later tonight,yo you around a friend of mines lookin to pick up later tonight,"['yo', 'around', 'friend', 'mine', 'lookin', 'pick', 'later', 'tonight']",yo around friend mine lookin pick later tonight,0
ham,Stupid auto correct on my phone,stupid auto correct on my phone,"['stupid', 'auto', 'correct', 'phone']",stupid auto correct phone,0
ham,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction this week spiral and michael and good riddance to them,"['doubl', 'evict', 'week', 'spiral', 'michael', 'good', 'riddanc']",doubl evict week spiral michael good riddanc,0
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",the world suffers a lot not because of the violence of bad people but because of the silence of good people,"['world', 'suffer', 'lot', 'violenc', 'bad', 'peopl', 'silenc', 'good', 'peopl']",world suffer lot violenc bad peopl silenc good peopl,0
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday,"['ok', 'that', 'cool', 'either', 'raglan', 'rd', 'edward', 'rd', 'behind', 'cricket', 'ground', 'gim', 'ring', 'ur', 'closebi', 'see', 'tuesday']",ok that cool either raglan rd edward rd behind cricket ground gim ring ur closebi see tuesday,0
ham,Buy one egg for me da..please:),buy one egg for me daplease,"['buy', 'one', 'egg', 'dapleas']",buy one egg dapleas,0
ham,Have you started in skye,have you started in skye,"['start', 'skye']",start skye,0
ham,Have you bookedthe hut? And also your time off? How are you by the way?,have you bookedthe hut and also your time off how are you by the way,"['bookedth', 'hut', 'also', 'time', 'way']",bookedth hut also time way,0
ham,And several to you sir.,and several to you sir,"['sever', 'sir']",sever sir,0
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,u really pig leh sleep so much my dad wake me up at smth eat lunch today,"['u', 'realli', 'pig', 'leh', 'sleep', 'much', 'dad', 'wake', 'smth', 'eat', 'lunch', 'today']",u realli pig leh sleep much dad wake smth eat lunch today,0
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,my love i hope your not doing anything drastic dont you dare sell your pc or your phone,"['love', 'hope', 'anyth', 'drastic', 'dont', 'dare', 'sell', 'pc', 'phone']",love hope anyth drastic dont dare sell pc phone,0
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg our records indicate you may be entitled to pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,"['freemsg', 'record', 'indic', 'may', 'entitl', 'pound', 'accid', 'claim', 'free', 'repli', 'ye', 'msg', 'opt', 'text', 'stop']",freemsg record indic may entitl pound accid claim free repli ye msg opt text stop,1
ham,Life style garments account no please.,life style garments account no please,"['life', 'style', 'garment', 'account', 'pleas']",life style garment account pleas,0
ham,Lol wtf random. Btw is that your lunch break,lol wtf random btw is that your lunch break,"['lol', 'wtf', 'random', 'btw', 'lunch', 'break']",lol wtf random btw lunch break,0
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",sez hows u de arab boy hope u r all good give my love evry love ya eshxxxxxxxxxxx,"['sez', 'how', 'u', 'de', 'arab', 'boy', 'hope', 'u', 'r', 'good', 'give', 'love', 'evri', 'love', 'ya', 'eshxxxxxxxxxxx']",sez how u de arab boy hope u r good give love evri love ya eshxxxxxxxxxxx,0
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugos numbers ill appreciate safe,"['lay', 'man', 'let', 'know', 'miss', 'thought', 'great', 'day', 'send', 'bimbo', 'ugo', 'number', 'ill', 'appreci', 'safe']",lay man let know miss thought great day send bimbo ugo number ill appreci safe,0
ham,Detroit. The home of snow. Enjoy it.,detroit the home of snow enjoy it,"['detroit', 'home', 'snow', 'enjoy']",detroit home snow enjoy,0
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colours euro offer get an england flag lions tone on ur phone click on the following service message for info,"['show', 'ur', 'colour', 'euro', 'offer', 'get', 'england', 'flag', 'lion', 'tone', 'ur', 'phone', 'click', 'follow', 'servic', 'messag', 'info']",show ur colour euro offer get england flag lion tone ur phone click follow servic messag info,1
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",aight im chillin in a friends room so text me when youre on the way,"['aight', 'im', 'chillin', 'friend', 'room', 'text', 'your', 'way']",aight im chillin friend room text your way,0
ham,Is toshiba portege m100 gd?,is toshiba portege m gd,"['toshiba', 'porteg', 'gd']",toshiba porteg gd,0
ham,Well welp is sort of a semiobscure internet thing,well welp is sort of a semiobscure internet thing,"['well', 'welp', 'sort', 'semiobscur', 'internet', 'thing']",well welp sort semiobscur internet thing,0
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass to to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones,"['text', 'pass', 'collect', 'polyphon', 'rington', 'normal', 'gpr', 'charg', 'appli', 'enjoy', 'tone']",text pass collect polyphon rington normal gpr charg appli enjoy tone,1
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingly i repeat just text the word ok on your mobile phone and send,"['accordingli', 'repeat', 'text', 'word', 'ok', 'mobil', 'phone', 'send']",accordingli repeat text word ok mobil phone send,1
ham,Loosu go to hospital. De dont let it careless.,loosu go to hospital de dont let it careless,"['loosu', 'go', 'hospit', 'de', 'dont', 'let', 'careless']",loosu go hospit de dont let careless,0
ham,How much for an eighth?,how much for an eighth,"['much', 'eighth']",much eighth,0
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,omg joanna is freaking me out shes looked thru all my friends to find photos of me and then shes asking about stuff on my myspace which i havent even logged on in like a year,"['omg', 'joanna', 'freak', 'she', 'look', 'thru', 'friend', 'find', 'photo', 'she', 'ask', 'stuff', 'myspac', 'havent', 'even', 'log', 'like', 'year']",omg joanna freak she look thru friend find photo she ask stuff myspac havent even log like year,0
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must,"['send', 'ur', 'birthdat', 'month', 'year', 'tel', 'u', 'ur', 'life', 'partner', 'name', 'method', 'calcul', 'repli', 'must']",send ur birthdat month year tel u ur life partner name method calcul repli must,0
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz now havent woke up so a bit blur blur can dad went out liao i cant cum now oso,"['juz', 'havent', 'woke', 'bit', 'blur', 'blur', 'dad', 'went', 'liao', 'cant', 'cum', 'oso']",juz havent woke bit blur blur dad went liao cant cum oso,0
ham,"How about clothes, jewelry, and trips?",how about clothes jewelry and trips,"['cloth', 'jewelri', 'trip']",cloth jewelri trip,0
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,block breaker now comes in deluxe format with new features and great graphics from tmobile buy for just å£ by replying get bbdeluxe and take the challenge,"['block', 'breaker', 'come', 'delux', 'format', 'new', 'featur', 'great', 'graphic', 'tmobil', 'buy', 'å£', 'repli', 'get', 'bbdelux', 'take', 'challeng']",block breaker come delux format new featur great graphic tmobil buy å£ repli get bbdelux take challeng,1
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah a cuddle would be lush id need lots of tea and soup before any kind of fumbling,"['aah', 'cuddl', 'would', 'lush', 'id', 'need', 'lot', 'tea', 'soup', 'kind', 'fumbl']",aah cuddl would lush id need lot tea soup kind fumbl,0
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information orange user today is your lucky day find out why log onto theres a fantastic surprise awaiting you,"['import', 'inform', 'orang', 'user', 'today', 'lucki', 'day', 'find', 'log', 'onto', 'there', 'fantast', 'surpris', 'await']",import inform orang user today lucki day find log onto there fantast surpris await,1
ham,Are you plans with your family set in stone ?,are you plans with your family set in stone,"['plan', 'famili', 'set', 'stone']",plan famili set stone,0
ham,Pls dont forget to study,pls dont forget to study,"['pl', 'dont', 'forget', 'studi']",pl dont forget studi,0
ham,You'll never believe this but i have actually got off at taunton. Wow,youll never believe this but i have actually got off at taunton wow,"['youll', 'never', 'believ', 'actual', 'got', 'taunton', 'wow']",youll never believ actual got taunton wow,0
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat,"['den', 'weekday', 'got', 'special', 'price', 'haiz', 'cant', 'eat', 'liao', 'cut', 'nail', 'oso', 'muz', 'wait', 'finish', 'drivin', 'wat', 'lunch', 'still', 'muz', 'eat', 'wat']",den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,she just broke down a list of reasons why nobodys in town and i cant tell if shes being sarcastic or just faggy,"['broke', 'list', 'reason', 'nobodi', 'town', 'cant', 'tell', 'she', 'sarcast', 'faggi']",broke list reason nobodi town cant tell she sarcast faggi,0
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ltdecimalgt m but its not a common car here so its better to buy from china or asia or if i find it less expensive ill holla,"['ltdecimalgt', 'common', 'car', 'better', 'buy', 'china', 'asia', 'find', 'less', 'expens', 'ill', 'holla']",ltdecimalgt common car better buy china asia find less expens ill holla,0
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,the greatest test of courage on earth is to bear defeat without losing heartgn tc,"['greatest', 'test', 'courag', 'earth', 'bear', 'defeat', 'without', 'lose', 'heartgn', 'tc']",greatest test courag earth bear defeat without lose heartgn tc,0
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sorry im stil fucked after last nite went tobed at got up work at,"['sorri', 'im', 'stil', 'fuck', 'last', 'nite', 'went', 'tobe', 'got', 'work']",sorri im stil fuck last nite went tobe got work,0
ham,Hey so whats the plan this sat? ,hey so whats the plan this sat,"['hey', 'what', 'plan', 'sat']",hey what plan sat,0
ham,Beauty sleep can help ur pimples too.,beauty sleep can help ur pimples too,"['beauti', 'sleep', 'help', 'ur', 'pimpl']",beauti sleep help ur pimpl,0
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,"['great', 'hope', 'use', 'connect', 'mode', 'men', 'also', 'co', 'never', 'know', 'old', 'friend', 'lead', 'today']",great hope use connect mode men also co never know old friend lead today,0
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja f is inviting you to be her friend reply yes or no see her stop send stop frnd to,"['natalja', 'f', 'invit', 'friend', 'repli', 'ye', 'see', 'stop', 'send', 'stop', 'frnd']",natalja f invit friend repli ye see stop send stop frnd,1
ham,Where to get those?,where to get those,['get'],get,0
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park,"['kind', 'miss', 'train', 'co', 'asthma', 'attack', 'nxt', 'one', 'half', 'hr', 'drive', 'sure', 'park']",kind miss train co asthma attack nxt one half hr drive sure park,0
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),ball is moving a lotwill spin in last so very difficult to bat,"['ball', 'move', 'lotwil', 'spin', 'last', 'difficult', 'bat']",ball move lotwil spin last difficult bat,0
ham,Haiyoh... Maybe your hamster was jealous of million,haiyoh maybe your hamster was jealous of million,"['haiyoh', 'mayb', 'hamster', 'jealou', 'million']",haiyoh mayb hamster jealou million,0
ham,Can you please send me my aunty's number,can you please send me my auntys number,"['pleas', 'send', 'aunti', 'number']",pleas send aunti number,0
ham,I'm glad. You are following your dreams.,im glad you are following your dreams,"['im', 'glad', 'follow', 'dream']",im glad follow dream,0
ham,I've reached home finally...,ive reached home finally,"['ive', 'reach', 'home', 'final']",ive reach home final,0
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",urgent important information for user today is your lucky day find out why log onto there is a fantastic surprise awaiting you,"['urgent', 'import', 'inform', 'user', 'today', 'lucki', 'day', 'find', 'log', 'onto', 'fantast', 'surpris', 'await']",urgent import inform user today lucki day find log onto fantast surpris await,1
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",wn u r hurt by d prsn who s close u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb,"['wn', 'u', 'r', 'hurt', 'prsn', 'close', 'u', 'fight', 'wit', 'dem', 'coz', 'somtim', 'di', 'fight', 'save', 'relat', 'bt', 'quiet', 'leav', 'nothin', 'relat', 'gud', 'eveb']",wn u r hurt prsn close u fight wit dem coz somtim di fight save relat bt quiet leav nothin relat gud eveb,0
ham,U can call now...,u can call now,"['u', 'call']",u call,0
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend,"['scienc', 'tell', 'chocol', 'melt', 'sunlight', 'pleas', 'dont', 'walk', 'sunlight', 'bcozi', 'dont', 'want', 'loss', 'sweet', 'friend']",scienc tell chocol melt sunlight pleas dont walk sunlight bcozi dont want loss sweet friend,0
ham,Yes. I come to nyc for audiitions and am trying to relocate.,yes i come to nyc for audiitions and am trying to relocate,"['ye', 'come', 'nyc', 'audiit', 'tri', 'reloc']",ye come nyc audiit tri reloc,0
ham,I pocked you up there before,i pocked you up there before,['pock'],pock,0
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,congrats thats great i wanted to tell you not to tell me your score cos it might make me relax but its motivating me so thanks for sharing,"['congrat', 'that', 'great', 'want', 'tell', 'tell', 'score', 'co', 'might', 'make', 'relax', 'motiv', 'thank', 'share']",congrat that great want tell tell score co might make relax motiv thank share,0
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),i wud never mind if u dont miss me or if u dont need me but u wil really hurt me wen u need me amp u dont tell me take care,"['wud', 'never', 'mind', 'u', 'dont', 'miss', 'u', 'dont', 'need', 'u', 'wil', 'realli', 'hurt', 'wen', 'u', 'need', 'amp', 'u', 'dont', 'tell', 'take', 'care']",wud never mind u dont miss u dont need u wil realli hurt wen u need amp u dont tell take care,0
ham,Hey mr whats the name of that bill brison book the one about language and words ,hey mr whats the name of that bill brison book the one about language and words,"['hey', 'mr', 'what', 'name', 'bill', 'brison', 'book', 'one', 'languag', 'word']",hey mr what name bill brison book one languag word,0
ham,"Okay, good, no problem, and thanx!",okay good no problem and thanx,"['okay', 'good', 'problem', 'thanx']",okay good problem thanx,0
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",for you information ikea is spelled with all caps that is not yelling when you thought i had left you you were sitting on the bed among the mess when i came in i said we were going after you got home from class please dont try and bullshit me it makes me want to listen to you less,"['inform', 'ikea', 'spell', 'cap', 'yell', 'thought', 'left', 'sit', 'bed', 'among', 'mess', 'came', 'said', 'go', 'got', 'home', 'class', 'pleas', 'dont', 'tri', 'bullshit', 'make', 'want', 'listen', 'less']",inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas dont tri bullshit make want listen less,0
ham,Call me when u're done...,call me when ure done,"['call', 'ure', 'done']",call ure done,0
ham,G.W.R,gwr,['gwr'],gwr,0
ham,You best watch what you say cause I get drunk as a motherfucker,you best watch what you say cause i get drunk as a motherfucker,"['best', 'watch', 'say', 'caus', 'get', 'drunk', 'motherfuck']",best watch say caus get drunk motherfuck,0
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip you have been billed p netcollex ltd po box ig oja,"['kit', 'strip', 'bill', 'p', 'netcollex', 'ltd', 'po', 'box', 'ig', 'oja']",kit strip bill p netcollex ltd po box ig oja,1
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,please call immediately as there is an urgent message waiting for you,"['pleas', 'call', 'immedi', 'urgent', 'messag', 'wait']",pleas call immedi urgent messag wait,1
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszonecom lets you send free anonymous and masked messagesim sending this message from theredo you see the potential for abuse,"['thesmszonecom', 'let', 'send', 'free', 'anonym', 'mask', 'messagesim', 'send', 'messag', 'theredo', 'see', 'potenti', 'abus']",thesmszonecom let send free anonym mask messagesim send messag theredo see potenti abus,1
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,"['erm', 'woodland', 'avenu', 'somewher', 'get', 'parish', 'magazin', 'telephon', 'number']",erm woodland avenu somewher get parish magazin telephon number,0
ham,Are there TA jobs available? Let me know please cos i really need to start working,are there ta jobs available let me know please cos i really need to start working,"['ta', 'job', 'avail', 'let', 'know', 'pleas', 'co', 'realli', 'need', 'start', 'work']",ta job avail let know pleas co realli need start work,0
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,aiyar hard type u later free then tell me then i call n scold n tell u,"['aiyar', 'hard', 'type', 'u', 'later', 'free', 'tell', 'call', 'n', 'scold', 'n', 'tell', 'u']",aiyar hard type u later free tell call n scold n tell u,0
ham,Yup i'm free...,yup im free,"['yup', 'im', 'free']",yup im free,0
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",good good billy mates all gone just been jogging again did enjoy concert,"['good', 'good', 'billi', 'mate', 'gone', 'jog', 'enjoy', 'concert']",good good billi mate gone jog enjoy concert,0
ham,Yo come over carlos will be here soon,yo come over carlos will be here soon,"['yo', 'come', 'carlo', 'soon']",yo come carlo soon,0
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx,"['awww', 'dat', 'sweet', 'think', 'someth', 'nice', 'time', 'tonight', 'ill', 'probabl', 'txt', 'u', 'later', 'co', 'im', 'lone', 'xxx']",awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx,0
ham,I guess it is useless calling u 4 something important.,i guess it is useless calling u something important,"['guess', 'useless', 'call', 'u', 'someth', 'import']",guess useless call u someth import,0
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha had popped down to the loo when you helloed me hello,"['ha', 'ha', 'pop', 'loo', 'hello', 'hello']",ha ha pop loo hello hello,0
ham,He dint tell anything. He is angry on me that why you told to abi.,he dint tell anything he is angry on me that why you told to abi,"['dint', 'tell', 'anyth', 'angri', 'told', 'abi']",dint tell anyth angri told abi,0
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,"['happen', 'r', 'waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medic', 'insur', 'shell', 'abl', 'deliv', 'basic', 'care', 'im', 'current', 'shop', 'right', 'medic', 'insur', 'give', 'til', 'friday', 'morn', 'that', 'ill', 'see', 'major', 'person', 'guid', 'right', 'insur']",happen r waxsto wat want come ill get medic insur shell abl deliv basic care im current shop right medic insur give til friday morn that ill see major person guid right insur,0
ham,I keep ten rs in my shelf:) buy two egg.,i keep ten rs in my shelf buy two egg,"['keep', 'ten', 'rs', 'shelf', 'buy', 'two', 'egg']",keep ten rs shelf buy two egg,0
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",i wasnt well babe i have swollen glands at my throat what did you end up doing,"['wasnt', 'well', 'babe', 'swollen', 'gland', 'throat', 'end']",wasnt well babe swollen gland throat end,0
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,is ur changes da report big cos ive already made changes da previous report,"['ur', 'chang', 'da', 'report', 'big', 'co', 'ive', 'alreadi', 'made', 'chang', 'da', 'previou', 'report']",ur chang da report big co ive alreadi made chang da previou report,0
ham,Captain is in our room:),captain is in our room,"['captain', 'room']",captain room,0
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",i cant speak bcaz mobile have problem i can listen you but you cannt listen my voice so i calls you later,"['cant', 'speak', 'bcaz', 'mobil', 'problem', 'listen', 'cannt', 'listen', 'voic', 'call', 'later']",cant speak bcaz mobil problem listen cannt listen voic call later,0
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,hiya stu wot u up im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan,"['hiya', 'stu', 'wot', 'u', 'im', 'much', 'trubl', 'home', 'moment', 'evon', 'hate', 'even', 'u', 'wot', 'hell', 'av', 'done', 'wont', 'u', 'tell', 'text', 'bck', 'pleas', 'luv', 'dan']",hiya stu wot u im much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan,0
ham,S...i will take mokka players only:),si will take mokka players only,"['si', 'take', 'mokka', 'player']",si take mokka player,0
ham,Are you still playing with gautham?,are you still playing with gautham,"['still', 'play', 'gautham']",still play gautham,0
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish,"['hey', 'mr', 'go', 'sea', 'view', 'coupl', 'gay', 'mean', 'game', 'give', 'bell', 'ya', 'finish']",hey mr go sea view coupl gay mean game give bell ya finish,0
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",k jason says hes gonna be around so ill be up there around ltgt,"['k', 'jason', 'say', 'he', 'gon', 'na', 'around', 'ill', 'around', 'ltgt']",k jason say he gon na around ill around ltgt,0
ham,Sorry . I will be able to get to you. See you in the morning.,sorry i will be able to get to you see you in the morning,"['sorri', 'abl', 'get', 'see', 'morn']",sorri abl get see morn,0
ham,Aight well keep me informed,aight well keep me informed,"['aight', 'well', 'keep', 'inform']",aight well keep inform,0
ham,Am only searching for good dual sim mobile pa.,am only searching for good dual sim mobile pa,"['search', 'good', 'dual', 'sim', 'mobil', 'pa']",search good dual sim mobil pa,0
ham,That seems unnecessarily hostile,that seems unnecessarily hostile,"['seem', 'unnecessarili', 'hostil']",seem unnecessarili hostil,0
ham,Dude got a haircut. Now its breezy up there,dude got a haircut now its breezy up there,"['dude', 'got', 'haircut', 'breezi']",dude got haircut breezi,0
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm,"['congrat', 'mobil', 'g', 'videophon', 'r', 'call', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'nolin', 'rentl', 'bx', 'ip', 'pm']",congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm,1
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litres watrdayno diseases snd ths whom u care,"['appledayno', 'doctor', 'tulsi', 'leafdayno', 'cancer', 'lemondayno', 'fat', 'cup', 'milkdayno', 'bone', 'problm', 'litr', 'watrdayno', 'diseas', 'snd', 'th', 'u', 'care']",appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problm litr watrdayno diseas snd th u care,0
ham,i thought we were doing a king of the hill thing there.,i thought we were doing a king of the hill thing there,"['thought', 'king', 'hill', 'thing']",thought king hill thing,0
ham,Nope i'll come online now..,nope ill come online now,"['nope', 'ill', 'come', 'onlin']",nope ill come onlin,0
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,also tell him i said happy birthday,"['also', 'tell', 'said', 'happi', 'birthday']",also tell said happi birthday,0
ham,Y bishan lei... I tot Ì_ say lavender? ,y bishan lei i tot ì say lavender,"['bishan', 'lei', 'tot', 'ì', 'say', 'lavend']",bishan lei tot ì say lavend,0
ham,Boo what time u get out? U were supposed to take me shopping today. :(,boo what time u get out u were supposed to take me shopping today,"['boo', 'time', 'u', 'get', 'u', 'suppos', 'take', 'shop', 'today']",boo time u get u suppos take shop today,0
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",now u sound like manky scouse boy stevelike i is travelling on da bus homewot has u inmind recreation dis eve,"['u', 'sound', 'like', 'manki', 'scous', 'boy', 'stevelik', 'travel', 'da', 'bu', 'homewot', 'u', 'inmind', 'recreat', 'di', 'eve']",u sound like manki scous boy stevelik travel da bu homewot u inmind recreat di eve,0
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",fyi im taking a quick shower be at epsilon in like ltgt min,"['fyi', 'im', 'take', 'quick', 'shower', 'epsilon', 'like', 'ltgt', 'min']",fyi im take quick shower epsilon like ltgt min,0
ham,on a Tuesday night r u 4 real,on a tuesday night r u real,"['tuesday', 'night', 'r', 'u', 'real']",tuesday night r u real,0
ham,Yes when is the appt again?,yes when is the appt again,"['ye', 'appt']",ye appt,0
